Nivel de consistência; Data; Cota
1;1965-08-09;106
1;1965-08-09;106
1;1965-08-09;109
1;1965-08-09;115
1;1965-08-09;120
1;1965-08-09;120
1;1965-08-09;115
1;1965-08-09;108
1;1965-08-09;106
1;1965-08-01;110
1;1965-08-02;110
1;1965-08-03;110
1;1965-08-04;108
1;1965-08-05;108
1;1965-08-06;107
1;1965-08-07;106
1;1965-08-08;106
1;1965-08-09;105
1;1965-08-09;105
1;1965-08-09;105
1;1965-08-09;105
1;1965-08-09;105
1;1965-08-09;105
1;1965-08-09;105
1;1965-08-09;105
1;1965-08-09;102
1;1965-08-09;103
1;1965-08-09;105
1;1965-08-09;105
1;1965-08-09;105
1;1965-08-09;106
1;1965-08-09;107
1;1965-08-09;106
1;1965-08-09;108
1;1965-08-09;114
1;1965-08-09;119
1;1965-08-09;120
1;1965-08-09;117
1;1965-08-09;109
1;1965-08-09;106
1;1965-07-01;131
1;1965-07-02;131
1;1965-07-03;130
1;1965-07-04;130
1;1965-07-05;130
1;1965-07-06;130
1;1965-07-07;130
1;1965-07-08;128
1;1965-07-09;127
1;1965-07-09;128
1;1965-07-09;135
1;1965-07-09;144
1;1965-07-09;154
1;1965-07-09;160
1;1965-07-09;157
1;1965-07-09;140
1;1965-07-09;138
1;1965-07-09;136
1;1965-07-09;134
1;1965-07-09;134
1;1965-07-09;129
1;1965-07-09;126
1;1965-07-09;125
1;1965-07-09;124
1;1965-07-09;123
1;1965-07-09;120
1;1965-07-09;120
1;1965-07-09;115
1;1965-07-09;112
1;1965-07-09;110
1;1965-07-09;110
1;1965-07-01;131
1;1965-07-02;131
1;1965-07-03;130
1;1965-07-04;130
1;1965-07-05;130
1;1965-07-06;130
1;1965-07-07;130
1;1965-07-08;128
1;1965-07-09;127
1;1965-07-09;131
1;1965-07-09;140
1;1965-07-09;148
1;1965-07-09;156
1;1965-07-09;160
1;1965-07-09;140
1;1965-07-09;140
1;1965-07-09;137
1;1965-07-09;134
1;1965-07-09;134
1;1965-07-09;132
1;1965-07-09;128
1;1965-07-09;126
1;1965-07-09;125
1;1965-07-09;124
1;1965-07-09;122
1;1965-07-09;120
1;1965-07-09;118
1;1965-07-09;114
1;1965-07-09;111
1;1965-07-09;110
1;1965-07-09;110
1;1965-07-01;131
1;1965-07-02;131
1;1965-07-03;130
1;1965-07-04;130
1;1965-07-05;130
1;1965-07-06;130
1;1965-07-07;130
1;1965-07-08;128
1;1965-07-09;127
1;1965-07-09;130
1;1965-07-09;138
1;1965-07-09;146
1;1965-07-09;155
1;1965-07-09;160
1;1965-07-09;149
1;1965-07-09;140
1;1965-07-09;138
1;1965-07-09;135
1;1965-07-09;134
1;1965-07-09;133
1;1965-07-09;129
1;1965-07-09;126
1;1965-07-09;125
1;1965-07-09;124
1;1965-07-09;123
1;1965-07-09;120
1;1965-07-09;119
1;1965-07-09;115
1;1965-07-09;112
1;1965-07-09;110
1;1965-07-09;110
1;1965-06-01;141
1;1965-06-02;141
1;1965-06-03;171
1;1965-06-04;141
1;1965-06-05;140
1;1965-06-06;140
1;1965-06-07;140
1;1965-06-08;144
1;1965-06-09;141
1;1965-06-09;140
1;1965-06-09;140
1;1965-06-09;140
1;1965-06-09;141
1;1965-06-09;142
1;1965-06-09;142
1;1965-06-09;140
1;1965-06-09;137
1;1965-06-09;137
1;1965-06-09;136
1;1965-06-09;135
1;1965-06-09;135
1;1965-06-09;135
1;1965-06-09;135
1;1965-06-09;134
1;1965-06-09;133
1;1965-06-09;133
1;1965-06-09;132
1;1965-06-09;132
1;1965-06-09;131
1;1965-06-09;131
1;1965-06-01;141
1;1965-06-02;141
1;1965-06-03;141
1;1965-06-04;141
1;1965-06-05;140
1;1965-06-06;140
1;1965-06-07;140
1;1965-06-08;143
1;1965-06-09;140
1;1965-06-09;140
1;1965-06-09;140
1;1965-06-09;140
1;1965-06-09;142
1;1965-06-09;142
1;1965-06-09;142
1;1965-06-09;139
1;1965-06-09;137
1;1965-06-09;137
1;1965-06-09;136
1;1965-06-09;135
1;1965-06-09;135
1;1965-06-09;135
1;1965-06-09;135
1;1965-06-09;134
1;1965-06-09;133
1;1965-06-09;132
1;1965-06-09;132
1;1965-06-09;132
1;1965-06-09;131
1;1965-06-09;131
1;1965-06-01;141
1;1965-06-02;141
1;1965-06-03;141
1;1965-06-04;141
1;1965-06-05;140
1;1965-06-06;140
1;1965-06-07;141
1;1965-06-08;144
1;1965-06-09;141
1;1965-06-09;140
1;1965-06-09;140
1;1965-06-09;141
1;1965-06-09;142
1;1965-06-09;142
1;1965-06-09;142
1;1965-06-09;140
1;1965-06-09;137
1;1965-06-09;137
1;1965-06-09;136
1;1965-06-09;135
1;1965-06-09;135
1;1965-06-09;135
1;1965-06-09;135
1;1965-06-09;134
1;1965-06-09;133
1;1965-06-09;133
1;1965-06-09;132
1;1965-06-09;132
1;1965-06-09;131
1;1965-06-09;131
1;1965-05-01;155
1;1965-05-02;160
1;1965-05-03;170
1;1965-05-04;188
1;1965-05-05;180
1;1965-05-06;173
1;1965-05-07;180
1;1965-05-08;180
1;1965-05-09;172
1;1965-05-09;163
1;1965-05-09;162
1;1965-05-09;156
1;1965-05-09;150
1;1965-05-09;150
1;1965-05-09;148
1;1965-05-09;148
1;1965-05-09;145
1;1965-05-09;144
1;1965-05-09;146
1;1965-05-09;151
1;1965-05-09;155
1;1965-05-09;188
1;1965-05-09;190
1;1965-05-09;176
1;1965-05-09;166
1;1965-05-09;162
1;1965-05-09;155
1;1965-05-09;150
1;1965-05-09;150
1;1965-05-09;145
1;1965-05-09;142
1;1965-05-01;155
1;1965-05-02;160
1;1965-05-03;177
1;1965-05-04;186
1;1965-05-05;178
1;1965-05-06;173
1;1965-05-07;180
1;1965-05-08;180
1;1965-05-09;168
1;1965-05-09;162
1;1965-05-09;160
1;1965-05-09;154
1;1965-05-09;150
1;1965-05-09;150
1;1965-05-09;148
1;1965-05-09;147
1;1965-05-09;145
1;1965-05-09;145
1;1965-05-09;148
1;1965-05-09;153
1;1965-05-09;163
1;1965-05-09;196
1;1965-05-09;185
1;1965-05-09;172
1;1965-05-09;164
1;1965-05-09;160
1;1965-05-09;154
1;1965-05-09;150
1;1965-05-09;148
1;1965-05-09;144
1;1965-05-09;142
1;1965-05-01;155
1;1965-05-02;163
1;1965-05-03;174
1;1965-05-04;187
1;1965-05-05;179
1;1965-05-06;173
1;1965-05-07;180
1;1965-05-08;180
1;1965-05-09;170
1;1965-05-09;163
1;1965-05-09;161
1;1965-05-09;155
1;1965-05-09;150
1;1965-05-09;150
1;1965-05-09;148
1;1965-05-09;148
1;1965-05-09;145
1;1965-05-09;145
1;1965-05-09;147
1;1965-05-09;152
1;1965-05-09;159
1;1965-05-09;192
1;1965-05-09;188
1;1965-05-09;174
1;1965-05-09;165
1;1965-05-09;161
1;1965-05-09;155
1;1965-05-09;150
1;1965-05-09;149
1;1965-05-09;145
1;1965-05-09;142
1;1965-04-01;249
1;1965-04-02;248
1;1965-04-03;240
1;1965-04-04;225
1;1965-04-05;214
1;1965-04-06;208
1;1965-04-07;202
1;1965-04-08;200
1;1965-04-09;194
1;1965-04-09;190
1;1965-04-09;190
1;1965-04-09;190
1;1965-04-09;202
1;1965-04-09;220
1;1965-04-09;232
1;1965-04-09;230
1;1965-04-09;218
1;1965-04-09;200
1;1965-04-09;190
1;1965-04-09;185
1;1965-04-09;180
1;1965-04-09;175
1;1965-04-09;168
1;1965-04-09;180
1;1965-04-09;176
1;1965-04-09;174
1;1965-04-09;168
1;1965-04-09;163
1;1965-04-09;160
1;1965-04-09;156
1;1965-04-01;249
1;1965-04-02;248
1;1965-04-03;234
1;1965-04-04;220
1;1965-04-05;211
1;1965-04-06;206
1;1965-04-07;200
1;1965-04-08;200
1;1965-04-09;193
1;1965-04-09;190
1;1965-04-09;190
1;1965-04-09;193
1;1965-04-09;208
1;1965-04-09;224
1;1965-04-09;230
1;1965-04-09;225
1;1965-04-09;208
1;1965-04-09;197
1;1965-04-09;188
1;1965-04-09;182
1;1965-04-09;178
1;1965-04-09;172
1;1965-04-09;174
1;1965-04-09;179
1;1965-04-09;175
1;1965-04-09;172
1;1965-04-09;166
1;1965-04-09;162
1;1965-04-09;159
1;1965-04-09;156
1;1965-04-01;249
1;1965-04-02;248
1;1965-04-03;237
1;1965-04-04;223
1;1965-04-05;213
1;1965-04-06;207
1;1965-04-07;201
1;1965-04-08;200
1;1965-04-09;194
1;1965-04-09;190
1;1965-04-09;190
1;1965-04-09;192
1;1965-04-09;205
1;1965-04-09;222
1;1965-04-09;231
1;1965-04-09;228
1;1965-04-09;213
1;1965-04-09;199
1;1965-04-09;189
1;1965-04-09;184
1;1965-04-09;179
1;1965-04-09;174
1;1965-04-09;171
1;1965-04-09;180
1;1965-04-09;176
1;1965-04-09;173
1;1965-04-09;167
1;1965-04-09;163
1;1965-04-09;160
1;1965-04-09;156
1;1965-03-01;302
1;1965-03-02;275
1;1965-03-03;252
1;1965-03-04;240
1;1965-03-05;230
1;1965-03-06;214
1;1965-03-07;215
1;1965-03-08;232
1;1965-03-09;240
1;1965-03-09;251
1;1965-03-09;233
1;1965-03-09;250
1;1965-03-09;271
1;1965-03-09;286
1;1965-03-09;332
1;1965-03-09;350
1;1965-03-09;310
1;1965-03-09;270
1;1965-03-09;253
1;1965-03-09;241
1;1965-03-09;253
1;1965-03-09;260
1;1965-03-09;290
1;1965-03-09;293
1;1965-03-09;265
1;1965-03-09;246
1;1965-03-09;230
1;1965-03-09;240
1;1965-03-09;248
1;1965-03-09;250
1;1965-03-09;250
1;1965-03-01;290
1;1965-03-02;266
1;1965-03-03;248
1;1965-03-04;236
1;1965-03-05;218
1;1965-03-06;214
1;1965-03-07;223
1;1965-03-08;236
1;1965-03-09;244
1;1965-03-09;245
1;1965-03-09;242
1;1965-03-09;258
1;1965-03-09;278
1;1965-03-09;300
1;1965-03-09;340
1;1965-03-09;347
1;1965-03-09;290
1;1965-03-09;260
1;1965-03-09;249
1;1965-03-09;240
1;1965-03-09;262
1;1965-03-09;268
1;1965-03-09;300
1;1965-03-09;280
1;1965-03-09;258
1;1965-03-09;240
1;1965-03-09;230
1;1965-03-09;243
1;1965-03-09;250
1;1965-03-09;250
1;1965-03-09;250
1;1965-03-01;296
1;1965-03-02;271
1;1965-03-03;250
1;1965-03-04;238
1;1965-03-05;224
1;1965-03-06;214
1;1965-03-07;219
1;1965-03-08;234
1;1965-03-09;242
1;1965-03-09;248
1;1965-03-09;238
1;1965-03-09;254
1;1965-03-09;275
1;1965-03-09;293
1;1965-03-09;336
1;1965-03-09;349
1;1965-03-09;300
1;1965-03-09;265
1;1965-03-09;251
1;1965-03-09;241
1;1965-03-09;258
1;1965-03-09;264
1;1965-03-09;295
1;1965-03-09;287
1;1965-03-09;262
1;1965-03-09;243
1;1965-03-09;230
1;1965-03-09;242
1;1965-03-09;249
1;1965-03-09;250
1;1965-03-09;250
1;1965-02-01;210
1;1965-02-02;210
1;1965-02-03;210
1;1965-02-04;224
1;1965-02-05;216
1;1965-02-06;220
1;1965-02-07;223
1;1965-02-08;230
1;1965-02-09;236
1;1965-02-09;240
1;1965-02-09;247
1;1965-02-09;260
1;1965-02-09;276
1;1965-02-09;285
1;1965-02-09;296
1;1965-02-09;305
1;1965-02-09;298
1;1965-02-09;280
1;1965-02-09;290
1;1965-02-09;300
1;1965-02-09;385
1;1965-02-09;418
1;1965-02-09;390
1;1965-02-09;357
1;1965-02-09;336
1;1965-02-09;328
1;1965-02-09;316
1;1965-02-09;310
1;1965-02-01;210
1;1965-02-02;210
1;1965-02-03;215
1;1965-02-04;220
1;1965-02-05;218
1;1965-02-06;220
1;1965-02-07;225
1;1965-02-08;234
1;1965-02-09;240
1;1965-02-09;240
1;1965-02-09;253
1;1965-02-09;268
1;1965-02-09;280
1;1965-02-09;289
1;1965-02-09;302
1;1965-02-09;305
1;1965-02-09;292
1;1965-02-09;290
1;1965-02-09;290
1;1965-02-09;344
1;1965-02-09;410
1;1965-02-09;420
1;1965-02-09;370
1;1965-02-09;345
1;1965-02-09;332
1;1965-02-09;328
1;1965-02-09;310
1;1965-02-09;307
1;1965-02-01;210
1;1965-02-02;210
1;1965-02-03;213
1;1965-02-04;222
1;1965-02-05;217
1;1965-02-06;220
1;1965-02-07;224
1;1965-02-08;232
1;1965-02-09;238
1;1965-02-09;240
1;1965-02-09;250
1;1965-02-09;264
1;1965-02-09;278
1;1965-02-09;287
1;1965-02-09;299
1;1965-02-09;305
1;1965-02-09;295
1;1965-02-09;285
1;1965-02-09;290
1;1965-02-09;322
1;1965-02-09;398
1;1965-02-09;419
1;1965-02-09;380
1;1965-02-09;351
1;1965-02-09;334
1;1965-02-09;328
1;1965-02-09;313
1;1965-02-09;309
1;1965-01-01;295
1;1965-01-02;306
1;1965-01-03;317
1;1965-01-04;330
1;1965-01-05;342
1;1965-01-06;355
1;1965-01-07;368
1;1965-01-08;382
1;1965-01-09;400
1;1965-01-09;374
1;1965-01-09;357
1;1965-01-09;392
1;1965-01-09;413
1;1965-01-09;378
1;1965-01-09;310
1;1965-01-09;275
1;1965-01-09;257
1;1965-01-09;253
1;1965-01-09;237
1;1965-01-09;230
1;1965-01-09;245
1;1965-01-09;258
1;1965-01-09;267
1;1965-01-09;266
1;1965-01-09;262
1;1965-01-09;253
1;1965-01-09;242
1;1965-01-09;232
1;1965-01-09;213
1;1965-01-09;220
1;1965-01-09;220
1;1965-01-01;298
1;1965-01-02;310
1;1965-01-03;322
1;1965-01-04;336
1;1965-01-05;348
1;1965-01-06;360
1;1965-01-07;374
1;1965-01-08;390
1;1965-01-09;388
1;1965-01-09;369
1;1965-01-09;374
1;1965-01-09;398
1;1965-01-09;400
1;1965-01-09;345
1;1965-01-09;288
1;1965-01-09;266
1;1965-01-09;253
1;1965-01-09;248
1;1965-01-09;232
1;1965-01-09;228
1;1965-01-09;252
1;1965-01-09;265
1;1965-01-09;271
1;1965-01-09;262
1;1965-01-09;259
1;1965-01-09;248
1;1965-01-09;238
1;1965-01-09;224
1;1965-01-09;216
1;1965-01-09;200
1;1965-01-09;217
1;1965-01-01;297
1;1965-01-02;308
1;1965-01-03;320
1;1965-01-04;333
1;1965-01-05;345
1;1965-01-06;358
1;1965-01-07;371
1;1965-01-08;386
1;1965-01-09;394
1;1965-01-09;372
1;1965-01-09;366
1;1965-01-09;395
1;1965-01-09;407
1;1965-01-09;362
1;1965-01-09;299
1;1965-01-09;271
1;1965-01-09;255
1;1965-01-09;251
1;1965-01-09;235
1;1965-01-09;229
1;1965-01-09;249
1;1965-01-09;262
1;1965-01-09;269
1;1965-01-09;264
1;1965-01-09;261
1;1965-01-09;251
1;1965-01-09;240
1;1965-01-09;228
1;1965-01-09;215
1;1965-01-09;220
1;1965-01-09;219
1;1964-12-01;154
1;1964-12-02;142
1;1964-12-03;128
1;1964-12-04;160
1;1964-12-05;182
1;1964-12-06;200
1;1964-12-07;205
1;1964-12-08;190
1;1964-12-09;178
1;1964-12-09;180
1;1964-12-09;180
1;1964-12-09;240
1;1964-12-09;238
1;1964-12-09;240
1;1964-12-09;240
1;1964-12-09;214
1;1964-12-09;206
1;1964-12-09;200
1;1964-12-09;185
1;1964-12-09;188
1;1964-12-09;189
1;1964-12-09;204
1;1964-12-09;290
1;1964-12-09;315
1;1964-12-09;280
1;1964-12-09;270
1;1964-12-09;280
1;1964-12-09;290
1;1964-12-09;306
1;1964-12-09;300
1;1964-12-09;298
1;1964-12-01;149
1;1964-12-02;137
1;1964-12-03;128
1;1964-12-04;167
1;1964-12-05;190
1;1964-12-06;202
1;1964-12-07;200
1;1964-12-08;186
1;1964-12-09;178
1;1964-12-09;180
1;1964-12-09;195
1;1964-12-09;240
1;1964-12-09;238
1;1964-12-09;240
1;1964-12-09;232
1;1964-12-09;211
1;1964-12-09;204
1;1964-12-09;196
1;1964-12-09;185
1;1964-12-09;191
1;1964-12-09;200
1;1964-12-09;225
1;1964-12-09;300
1;1964-12-09;305
1;1964-12-09;276
1;1964-12-09;270
1;1964-12-09;284
1;1964-12-09;295
1;1964-12-09;304
1;1964-12-09;300
1;1964-12-09;295
1;1964-12-01;152
1;1964-12-02;140
1;1964-12-03;128
1;1964-12-04;164
1;1964-12-05;186
1;1964-12-06;201
1;1964-12-07;203
1;1964-12-08;188
1;1964-12-09;178
1;1964-12-09;180
1;1964-12-09;188
1;1964-12-09;240
1;1964-12-09;238
1;1964-12-09;240
1;1964-12-09;239
1;1964-12-09;213
1;1964-12-09;205
1;1964-12-09;198
1;1964-12-09;185
1;1964-12-09;190
1;1964-12-09;195
1;1964-12-09;215
1;1964-12-09;295
1;1964-12-09;310
1;1964-12-09;278
1;1964-12-09;270
1;1964-12-09;282
1;1964-12-09;293
1;1964-12-09;305
1;1964-12-09;300
1;1964-12-09;297
1;1964-11-01;170
1;1964-11-02;183
1;1964-11-03;188
1;1964-11-04;193
1;1964-11-05;194
1;1964-11-06;173
1;1964-11-07;172
1;1964-11-08;184
1;1964-11-09;195
1;1964-11-09;230
1;1964-11-09;220
1;1964-11-09;209
1;1964-11-09;203
1;1964-11-09;190
1;1964-11-09;171
1;1964-11-09;153
1;1964-11-09;136
1;1964-11-09;133
1;1964-11-09;140
1;1964-11-09;165
1;1964-11-09;180
1;1964-11-09;189
1;1964-11-09;196
1;1964-11-09;243
1;1964-11-09;315
1;1964-11-09;276
1;1964-11-09;240
1;1964-11-09;220
1;1964-11-09;168
1;1964-11-09;160
1;1964-11-01;176
1;1964-11-02;185
1;1964-11-03;190
1;1964-11-04;200
1;1964-11-05;187
1;1964-11-06;173
1;1964-11-07;177
1;1964-11-08;190
1;1964-11-09;190
1;1964-11-09;226
1;1964-11-09;215
1;1964-11-09;206
1;1964-11-09;198
1;1964-11-09;183
1;1964-11-09;164
1;1964-11-09;145
1;1964-11-09;134
1;1964-11-09;136
1;1964-11-09;150
1;1964-11-09;171
1;1964-11-09;184
1;1964-11-09;191
1;1964-11-09;218
1;1964-11-09;272
1;1964-11-09;300
1;1964-11-09;261
1;1964-11-09;232
1;1964-11-09;190
1;1964-11-09;165
1;1964-11-09;158
1;1964-11-01;173
1;1964-11-02;184
1;1964-11-03;189
1;1964-11-04;197
1;1964-11-05;191
1;1964-11-06;173
1;1964-11-07;175
1;1964-11-08;187
1;1964-11-09;202
1;1964-11-09;228
1;1964-11-09;218
1;1964-11-09;208
1;1964-11-09;201
1;1964-11-09;187
1;1964-11-09;168
1;1964-11-09;149
1;1964-11-09;135
1;1964-11-09;135
1;1964-11-09;145
1;1964-11-09;168
1;1964-11-09;182
1;1964-11-09;188
1;1964-11-09;207
1;1964-11-09;258
1;1964-11-09;308
1;1964-11-09;269
1;1964-11-09;236
1;1964-11-09;205
1;1964-11-09;167
1;1964-11-09;159
1;1964-10-01;46
1;1964-10-02;43
1;1964-10-03;46
1;1964-10-04;48
1;1964-10-05;48
1;1964-10-06;47
1;1964-10-07;49
1;1964-10-08;58
1;1964-10-09;66
1;1964-10-09;78
1;1964-10-09;96
1;1964-10-09;109
1;1964-10-09;120
1;1964-10-09;130
1;1964-10-09;131
1;1964-10-09;128
1;1964-10-09;125
1;1964-10-09;116
1;1964-10-09;98
1;1964-10-09;98
1;1964-10-09;99
1;1964-10-09;110
1;1964-10-09;125
1;1964-10-09;138
1;1964-10-09;148
1;1964-10-09;152
1;1964-10-09;158
1;1964-10-09;162
1;1964-10-09;158
1;1964-10-09;158
1;1964-10-09;160
1;1964-10-01;45
1;1964-10-02;44
1;1964-10-03;48
1;1964-10-04;48
1;1964-10-05;48
1;1964-10-06;47
1;1964-10-07;50
1;1964-10-08;60
1;1964-10-09;70
1;1964-10-09;85
1;1964-10-09;100
1;1964-10-09;115
1;1964-10-09;124
1;1964-10-09;130
1;1964-10-09;131
1;1964-10-09;127
1;1964-10-09;122
1;1964-10-09;113
1;1964-10-09;98
1;1964-10-09;98
1;1964-10-09;103
1;1964-10-09;118
1;1964-10-09;131
1;1964-10-09;144
1;1964-10-09;150
1;1964-10-09;155
1;1964-10-09;159
1;1964-10-09;160
1;1964-10-09;158
1;1964-10-09;158
1;1964-10-09;164
1;1964-10-01;56
1;1964-10-02;56
1;1964-10-03;56
1;1964-10-04;56
1;1964-10-05;56
1;1964-10-06;65
1;1964-10-07;72
1;1964-10-08;83
1;1964-10-09;96
1;1964-10-09;109
1;1964-10-09;117
1;1964-10-09;112
1;1964-10-09;122
1;1964-10-09;130
1;1964-10-09;131
1;1964-10-09;128
1;1964-10-09;124
1;1964-10-09;115
1;1964-10-09;98
1;1964-10-09;98
1;1964-10-09;101
1;1964-10-09;114
1;1964-10-09;128
1;1964-10-09;141
1;1964-10-09;149
1;1964-10-09;154
1;1964-10-09;159
1;1964-10-09;161
1;1964-10-09;158
1;1964-10-09;158
1;1964-10-09;162
1;1964-09-01;57
1;1964-09-02;57
1;1964-09-03;53
1;1964-09-04;52
1;1964-09-05;52
1;1964-09-06;58
1;1964-09-07;60
1;1964-09-08;60
1;1964-09-09;60
1;1964-09-09;60
1;1964-09-09;60
1;1964-09-09;59
1;1964-09-09;57
1;1964-09-09;53
1;1964-09-09;50
1;1964-09-09;50
1;1964-09-09;50
1;1964-09-09;50
1;1964-09-09;50
1;1964-09-09;50
1;1964-09-09;50
1;1964-09-09;50
1;1964-09-09;50
1;1964-09-09;50
1;1964-09-09;48
1;1964-09-09;48
1;1964-09-09;48
1;1964-09-09;50
1;1964-09-09;50
1;1964-09-09;50
1;1964-09-01;57
1;1964-09-02;56
1;1964-09-03;52
1;1964-09-04;52
1;1964-09-05;53
1;1964-09-06;60
1;1964-09-07;60
1;1964-09-08;60
1;1964-09-09;60
1;1964-09-09;60
1;1964-09-09;59
1;1964-09-09;58
1;1964-09-09;56
1;1964-09-09;52
1;1964-09-09;50
1;1964-09-09;50
1;1964-09-09;50
1;1964-09-09;50
1;1964-09-09;50
1;1964-09-09;50
1;1964-09-09;50
1;1964-09-09;50
1;1964-09-09;50
1;1964-09-09;50
1;1964-09-09;48
1;1964-09-09;48
1;1964-09-09;49
1;1964-09-09;50
1;1964-09-09;50
1;1964-09-09;50
1;1964-09-01;57
1;1964-09-02;57
1;1964-09-03;53
1;1964-09-04;52
1;1964-09-05;54
1;1964-09-06;59
1;1964-09-07;60
1;1964-09-08;60
1;1964-09-09;60
1;1964-09-09;60
1;1964-09-09;60
1;1964-09-09;59
1;1964-09-09;57
1;1964-09-09;56
1;1964-09-09;55
1;1964-09-09;55
1;1964-09-09;55
1;1964-09-09;55
1;1964-09-09;55
1;1964-09-09;55
1;1964-09-09;55
1;1964-09-09;56
1;1964-09-09;56
1;1964-09-09;57
1;1964-09-09;57
1;1964-09-09;57
1;1964-09-09;57
1;1964-09-09;56
1;1964-09-09;56
1;1964-09-09;56
1;1964-08-01;86
1;1964-08-02;81
1;1964-08-03;79
1;1964-08-04;78
1;1964-08-05;73
1;1964-08-06;68
1;1964-08-07;68
1;1964-08-08;67
1;1964-08-09;67
1;1964-08-09;65
1;1964-08-09;63
1;1964-08-09;62
1;1964-08-09;61
1;1964-08-09;59
1;1964-08-09;60
1;1964-08-09;61
1;1964-08-09;64
1;1964-08-09;66
1;1964-08-09;69
1;1964-08-09;70
1;1964-08-09;71
1;1964-08-09;70
1;1964-08-09;62
1;1964-08-09;67
1;1964-08-09;66
1;1964-08-09;63
1;1964-08-09;60
1;1964-08-09;60
1;1964-08-09;60
1;1964-08-09;59
1;1964-08-09;57
1;1964-08-01;85
1;1964-08-02;80
1;1964-08-03;78
1;1964-08-04;76
1;1964-08-05;71
1;1964-08-06;68
1;1964-08-07;68
1;1964-08-08;67
1;1964-08-09;66
1;1964-08-09;64
1;1964-08-09;62
1;1964-08-09;62
1;1964-08-09;60
1;1964-08-09;59
1;1964-08-09;61
1;1964-08-09;62
1;1964-08-09;65
1;1964-08-09;67
1;1964-08-09;70
1;1964-08-09;70
1;1964-08-09;71
1;1964-08-09;69
1;1964-08-09;68
1;1964-08-09;67
1;1964-08-09;65
1;1964-08-09;60
1;1964-08-09;60
1;1964-08-09;60
1;1964-08-09;60
1;1964-08-09;58
1;1964-08-09;57
1;1964-08-01;86
1;1964-08-02;81
1;1964-08-03;79
1;1964-08-04;77
1;1964-08-05;72
1;1964-08-06;68
1;1964-08-07;68
1;1964-08-08;67
1;1964-08-09;67
1;1964-08-09;65
1;1964-08-09;63
1;1964-08-09;62
1;1964-08-09;61
1;1964-08-09;59
1;1964-08-09;61
1;1964-08-09;62
1;1964-08-09;65
1;1964-08-09;67
1;1964-08-09;70
1;1964-08-09;70
1;1964-08-09;71
1;1964-08-09;70
1;1964-08-09;68
1;1964-08-09;67
1;1964-08-09;66
1;1964-08-09;62
1;1964-08-09;60
1;1964-08-09;60
1;1964-08-09;60
1;1964-08-09;59
1;1964-08-09;57
1;1964-07-01;60
1;1964-07-02;60
1;1964-07-03;65
1;1964-07-04;70
1;1964-07-05;72
1;1964-07-06;72
1;1964-07-07;70
1;1964-07-08;70
1;1964-07-09;69
1;1964-07-09;68
1;1964-07-09;72
1;1964-07-09;72
1;1964-07-09;72
1;1964-07-09;72
1;1964-07-09;69
1;1964-07-09;65
1;1964-07-09;63
1;1964-07-09;60
1;1964-07-09;64
1;1964-07-09;68
1;1964-07-09;70
1;1964-07-09;75
1;1964-07-09;77
1;1964-07-09;89
1;1964-07-09;91
1;1964-07-09;98
1;1964-07-09;83
1;1964-07-09;82
1;1964-07-09;70
1;1964-07-09;77
1;1964-07-09;87
1;1964-07-01;60
1;1964-07-02;62
1;1964-07-03;69
1;1964-07-04;71
1;1964-07-05;72
1;1964-07-06;71
1;1964-07-07;70
1;1964-07-08;70
1;1964-07-09;69
1;1964-07-09;70
1;1964-07-09;72
1;1964-07-09;72
1;1964-07-09;72
1;1964-07-09;71
1;1964-07-09;67
1;1964-07-09;64
1;1964-07-09;62
1;1964-07-09;62
1;1964-07-09;65
1;1964-07-09;69
1;1964-07-09;72
1;1964-07-09;71
1;1964-07-09;81
1;1964-07-09;90
1;1964-07-09;94
1;1964-07-09;95
1;1964-07-09;83
1;1964-07-09;78
1;1964-07-09;72
1;1964-07-09;83
1;1964-07-09;87
1;1964-07-01;60
1;1964-07-02;60
1;1964-07-03;64
1;1964-07-04;70
1;1964-07-05;72
1;1964-07-06;72
1;1964-07-07;70
1;1964-07-08;70
1;1964-07-09;69
1;1964-07-09;69
1;1964-07-09;72
1;1964-07-09;72
1;1964-07-09;72
1;1964-07-09;72
1;1964-07-09;68
1;1964-07-09;65
1;1964-07-09;63
1;1964-07-09;61
1;1964-07-09;65
1;1964-07-09;69
1;1964-07-09;71
1;1964-07-09;76
1;1964-07-09;79
1;1964-07-09;90
1;1964-07-09;93
1;1964-07-09;97
1;1964-07-09;83
1;1964-07-09;80
1;1964-07-09;71
1;1964-07-09;80
1;1964-07-09;87
1;1964-06-01;75
1;1964-06-02;74
1;1964-06-03;73
1;1964-06-04;73
1;1964-06-05;72
1;1964-06-06;72
1;1964-06-07;72
1;1964-06-08;71
1;1964-06-09;70
1;1964-06-09;69
1;1964-06-09;69
1;1964-06-09;69
1;1964-06-09;69
1;1964-06-09;69
1;1964-06-09;68
1;1964-06-09;68
1;1964-06-09;68
1;1964-06-09;63
1;1964-06-09;63
1;1964-06-09;63
1;1964-06-09;63
1;1964-06-09;63
1;1964-06-09;63
1;1964-06-09;63
1;1964-06-09;59
1;1964-06-09;59
1;1964-06-09;58
1;1964-06-09;58
1;1964-06-09;58
1;1964-06-09;58
1;1964-06-01;74
1;1964-06-02;74
1;1964-06-03;73
1;1964-06-04;73
1;1964-06-05;72
1;1964-06-06;72
1;1964-06-07;72
1;1964-06-08;71
1;1964-06-09;70
1;1964-06-09;69
1;1964-06-09;69
1;1964-06-09;69
1;1964-06-09;69
